truck_id,lat,lon,speed_kmh,fuel_per_km,distance_km,eta_min
TRK_01,9.287848383953028,7.508654275378059,59.581314205252454,0.350182237499211,292.32928275838935,294.38351938798166
TRK_01,9.172539095120303,7.2864458698158785,72.02835151471754,0.32070373518847395,382.366729595404,318.513519930225
TRK_01,10.255992411818292,7.291580512386362,44.52841356878254,0.4125090465612234,372.11685126599144,501.4104318239679
TRK_01,9.04593053586644,7.345305390513097,71.68839207556391,0.31115219415548445,106.07849285570714,88.78298685557962
TRK_01,10.453419635846377,7.534038951367619,56.84843273163301,0.34453614630919704,203.57591477493904,214.8617701416352
TRK_01,10.19056921874783,7.339517886630416,58.175874948047586,0.3906452133376932,221.31083243166003,228.2501115412144
TRK_01,9.676185632325284,7.5035089820310565,77.11717490182073,0.3053247128300684,25.235026610131783,19.63377935635657
TRK_01,10.37559356384934,7.234787268208296,77.88850236906379,0.30941235876765916,390.72684008537294,300.9893590460644
TRK_01,9.435686294015575,7.260819645971527,70.4733630512803,0.36692887378246786,66.64122055824512,56.737369416941235
TRK_01,9.553147936953511,7.562339353350579,64.41300805542114,0.37760737386168464,109.79712456162986,102.27479933912736
TRK_01,10.3881144141278,7.318217572477146,74.15720815637394,0.360623165544182,253.85561002724504,205.39253000890574
TRK_01,10.173019379295091,7.526647222060571,58.81451287656154,0.34079239181282506,296.2798813926532,302.2518085097243
TRK_01,10.295308965838146,7.493902138236014,68.56798457913388,0.35885303195056195,225.31658427485308,197.16191367545588
TRK_01,10.124760337997834,7.505708361628126,69.45093398962511,0.34343786478735155,279.2432729838852,241.2436437721052
TRK_01,9.1713341172828,7.403020403795641,73.1117815525179,0.32769782799869385,392.59922256938717,322.1909363163643
TRK_01,9.282434072663591,7.415092602686691,78.93370572154599,0.30392402884593883,74.9599195925235,56.979399794272325
TRK_01,10.195307511084959,7.369340404736162,65.35150938903016,0.35429868994054586,324.93578124782306,298.3274151911476
TRK_01,9.615890327655885,7.299171416877853,44.74609962795815,0.39161668886468176,41.79887085044525,56.04806389560074
TRK_01,9.785568771715038,7.285661259660597,62.14195649402647,0.3627894633436018,326.47257887400633,315.21947227914126
TRK_01,9.705040277183906,7.3438987485507505,67.01854011312204,0.3619109319661184,189.82440754439585,169.94497990316154
TRK_01,9.260308252901162,7.224730617316037,58.58404099635129,0.3503748688344393,22.57964531627281,23.12538868837584
TRK_01,10.598386131792635,7.403445955974291,64.72732070662072,0.342031708501929,254.73613272639093,236.1316333926378
TRK_01,9.808666441200321,7.216248256647425,67.19745251649634,0.36248795933661465,40.1954939855148,35.89019447632827
TRK_01,10.519510572792711,7.475631687192854,78.07644318253057,0.32292974073404696,216.20424309889003,166.1481242889906
TRK_01,9.471600266463277,7.517757822633052,64.24756749275187,0.3559027637545042,181.6903372801088,169.67833432816548
TRK_01,10.239250862595767,7.431831986648908,81.74268268247005,0.3417175116740561,29.12981061407537,21.381591348473574
TRK_01,9.589555666774134,7.53524941181187,76.61310013835906,0.30812114606009733,87.6640118248644,68.65458648707441
TRK_01,9.079464312043621,7.555655965773095,75.94994567700724,0.3028093946058198,284.4094942088124,224.6817887809866
TRK_01,9.366912296492387,7.27761006092479,65.16010255694485,0.34210407536645576,149.3278806267225,137.50243609228966
TRK_01,10.209185266379938,7.324122444228719,63.90124048813464,0.37862063417907743,343.2986896875926,322.3399299279681
TRK_01,9.177713658875804,7.598840961632442,53.49819219395373,0.3916973182924773,273.83100744757115,307.1105727701794
TRK_01,10.094257042326726,7.480304184093858,74.79962489491574,0.31496268163698204,126.04317319423319,101.10465663803127
TRK_01,9.601033794086131,7.23966549238925,83.60442670903664,0.2911914745348741,307.8341052758677,220.92187033148653
TRK_01,10.027924545938017,7.393179328207019,48.27544341740669,0.3832684473456285,97.56245115125616,121.25724083902836
TRK_01,9.871792859107497,7.362238995281815,70.91241845363321,0.3254562786645524,100.68850750813321,85.19397000171648
TRK_01,9.553232384383135,7.2267438209478785,73.16664234338107,0.33815341551179984,252.015892305602,206.66458175532253
TRK_01,10.55383355316532,7.546469301101236,58.83380168971998,0.333536842920109,237.05654476080898,241.75545820853847
TRK_01,10.564158774606632,7.211982948472281,87.93917918924828,0.30230282884298953,20.306951825146,13.855224949128562
TRK_01,9.245493268035213,7.450205332547532,42.84365384753943,0.4234444826153183,325.26740966654665,455.5177448086313
